Origin,OriginState,Dest,DestState,CRSDepTime,CRSElapsedTime,Marketing_Airline_Network
BHM,AL,CLT,NC,1705,95.0,AA
CLT,NC,BHM,AL,1604,90.0,AA
DCA,VA,CAK,OH,2000,82.0,AA
BHM,AL,PHL,PA,1345,138.0,AA
CLT,NC,BNA,TN,901,93.0,AA
CLT,NC,MSN,WI,900,139.0,AA
MSN,WI,CLT,NC,1050,135.0,AA
DCA,VA,MEM,TN,2020,152.0,AA
BGR,ME,DCA,VA,530,127.0,AA
CLT,NC,CHA,TN,1805,78.0,AA
CLT,NC,BHM,AL,2027,92.0,AA
BUF,NY,DCA,VA,1214,84.0,AA
DCA,VA,MHT,NH,1014,112.0,AA
BTR,LA,CLT,NC,1405,125.0,AA
CLT,NC,BTR,LA,1145,127.0,AA
CLT,NC,DAY,OH,1440,95.0,AA
BTV,VT,CLT,NC,1635,142.0,AA
CLT,NC,BTV,VT,1345,134.0,AA
CAE,SC,DCA,VA,1714,96.0,AA
DCA,VA,CAE,SC,1459,93.0,AA
GSO,NC,DCA,VA,630,74.0,AA
CLT,NC,CAK,OH,951,99.0,AA
PHL,PA,BHM,AL,1103,145.0,AA
BHM,AL,DCA,VA,958,128.0,AA
DCA,VA,BHM,AL,821,126.0,AA
ABE,PA,CLT,NC,1646,110.0,AA
CLT,NC,ABE,PA,1430,106.0,AA
DCA,VA,BTV,VT,2217,97.0,AA
CLT,NC,MDT,PA,1820,98.0,AA
MDT,PA,CLT,NC,800,97.0,AA
HSV,AL,CLT,NC,545,97.0,AA
MEM,TN,DCA,VA,603,135.0,AA
CLT,NC,TYS,TN,719,73.0,AA
TYS,TN,CLT,NC,905,74.0,AA
BGR,ME,PHL,PA,1258,107.0,AA
PHL,PA,BGR,ME,1040,102.0,AA
PNS,FL,DCA,VA,1535,145.0,AA
ROC,NY,DCA,VA,528,82.0,AA
BTV,VT,DCA,VA,603,106.0,AA
PNS,FL,CLT,NC,530,107.0,AA
GSO,NC,DCA,VA,1738,82.0,AA
DCA,VA,BGR,ME,2200,114.0,AA
CLE,OH,DCA,VA,1739,84.0,AA
DCA,VA,CLE,OH,1520,104.0,AA
JAN,MS,DCA,VA,557,152.0,AA
CLE,OH,PHL,PA,1749,84.0,AA
PHL,PA,CLE,OH,1540,95.0,AA
DCA,VA,PVD,RI,1009,99.0,AA
PVD,RI,DCA,VA,1222,97.0,AA
CLT,NC,MLB,FL,1825,106.0,AA
CLT,NC,CRW,WV,1301,73.0,AA
CRW,WV,CLT,NC,1444,81.0,AA
CLT,NC,CRW,WV,911,77.0,AA
CRW,WV,CLT,NC,1100,80.0,AA
DCA,VA,CRW,WV,2200,74.0,AA
DCA,VA,HSV,AL,1700,118.0,AA
HSV,AL,DCA,VA,1830,118.0,AA
BNA,TN,CLT,NC,1605,87.0,AA
CLT,NC,BNA,TN,1500,93.0,AA
PHL,PA,CVG,KY,1035,111.0,AA
DCA,VA,JAX,FL,1153,124.0,AA
MSY,LA,PHL,PA,1611,172.0,AA
PHL,PA,MSY,LA,1339,178.0,AA
CVG,KY,CLT,NC,648,96.0,AA
DCA,VA,GSO,NC,1522,91.0,AA
CVG,KY,PHL,PA,1555,105.0,AA
DAY,OH,CLT,NC,1720,96.0,AA
GSP,SC,CLT,NC,1120,65.0,AA
CLT,NC,SAV,GA,2023,76.0,AA
MYR,SC,CLT,NC,900,74.0,AA
CLT,NC,DAY,OH,1116,97.0,AA
DAY,OH,CLT,NC,1332,95.0,AA
MLB,FL,CLT,NC,642,108.0,AA
MSY,LA,PHL,PA,1322,172.0,AA
PHL,PA,MSY,LA,1049,179.0,AA
CLT,NC,SAV,GA,710,76.0,AA
SAV,GA,CLT,NC,858,87.0,AA
CAK,OH,CLT,NC,1215,96.0,AA
HSV,AL,CLT,NC,735,95.0,AA
DTW,MI,PHL,PA,1600,110.0,AA
CLT,NC,OAJ,NC,1637,69.0,AA
OAJ,NC,CLT,NC,1818,76.0,AA
PHL,PA,DTW,MI,1339,107.0,AA
SBN,IN,CLT,NC,620,112.0,AA
DAY,OH,DCA,VA,1445,90.0,AA
HPN,NY,DCA,VA,730,75.0,AA
CLT,NC,OKC,OK,1113,163.0,AA
OKC,OK,CLT,NC,1330,158.0,AA
DCA,VA,DTW,MI,1454,99.0,AA
DTW,MI,DCA,VA,1722,97.0,AA
CID,IA,DCA,VA,1037,133.0,AA
DCA,VA,CID,IA,829,156.0,AA
CLE,OH,DCA,VA,931,85.0,AA
DCA,VA,CLE,OH,729,85.0,AA
CAK,OH,CLT,NC,845,97.0,AA
DCA,VA,MCI,MO,1458,175.0,AA
MCI,MO,DCA,VA,1742,153.0,AA
PNS,FL,DCA,VA,602,145.0,AA
CLT,NC,PNS,FL,1820,105.0,AA
DCA,VA,ILM,NC,1741,90.0,AA
ALB,NY,DCA,VA,1227,92.0,AA
DCA,VA,ALB,NY,1018,99.0,AA
GSP,SC,CLT,NC,515,65.0,AA
CLT,NC,CHO,VA,1430,77.0,AA
CLT,NC,GSO,NC,1313,58.0,AA
GSO,NC,CLT,NC,1446,55.0,AA
CLT,NC,GSP,SC,1812,51.0,AA
CAE,SC,CLT,NC,1614,62.0,AA
CLT,NC,CAE,SC,1440,56.0,AA
GSP,SC,CLT,NC,900,66.0,AA
DCA,VA,HSV,AL,819,122.0,AA
HSV,AL,DCA,VA,1001,118.0,AA
CLT,NC,HSV,AL,949,94.0,AA
HSV,AL,CLT,NC,1058,91.0,AA
CVG,KY,DCA,VA,730,95.0,AA
CLT,NC,IAD,VA,1444,89.0,AA
IAD,VA,CLT,NC,1655,93.0,AA
MEM,TN,DCA,VA,1042,137.0,AA
DCA,VA,JAX,FL,759,127.0,AA
DCA,VA,MCI,MO,2001,176.0,AA
JAX,FL,DCA,VA,1432,117.0,AA
CLT,NC,MHT,NH,1100,136.0,AA
MHT,NH,CLT,NC,1350,144.0,AA
JAX,FL,PHL,PA,1036,129.0,AA
DCA,VA,PVD,RI,1752,89.0,AA
PVD,RI,DCA,VA,1951,99.0,AA
DCA,VA,LAN,MI,1720,98.0,AA
LAN,MI,DCA,VA,1936,99.0,AA
CLT,NC,LEX,KY,1322,83.0,AA
LEX,KY,CLT,NC,1545,86.0,AA
CLT,NC,LFT,LA,1333,135.0,AA
LFT,LA,CLT,NC,1543,139.0,AA
CLT,NC,SGF,MO,1435,135.0,AA
SGF,MO,CLT,NC,1620,128.0,AA
DCA,VA,PVD,RI,646,82.0,AA
PVD,RI,DCA,VA,859,96.0,AA
DCA,VA,MEM,TN,1246,139.0,AA
MEM,TN,DCA,VA,1458,137.0,AA
DCA,VA,BUF,NY,1012,85.0,AA
CLT,NC,LEX,KY,1849,83.0,AA
DCA,VA,TYS,TN,2000,107.0,AA
CLT,NC,HSV,AL,2038,92.0,AA
CLT,NC,MLB,FL,1451,104.0,AA
MLB,FL,CLT,NC,1715,109.0,AA
ORF,VA,PHL,PA,1751,68.0,AA
PHL,PA,ORF,VA,1610,67.0,AA
CLT,NC,OAJ,NC,1828,72.0,AA
CLT,NC,MYR,SC,1654,65.0,AA
MYR,SC,CLT,NC,1832,67.0,AA
BTR,LA,DFW,TX,1225,99.0,AA
DFW,TX,BTR,LA,1017,93.0,AA
BDL,CT,DCA,VA,1733,94.0,AA
DCA,VA,BDL,CT,1521,100.0,AA
DCA,VA,ORF,VA,1345,67.0,AA
ORF,VA,DCA,VA,1522,67.0,AA
DCA,VA,ORF,VA,826,69.0,AA
ORF,VA,DCA,VA,1007,65.0,AA
BNA,TN,CLT,NC,1118,87.0,AA
CLT,NC,BNA,TN,1015,89.0,AA
DCA,VA,SDF,KY,1350,113.0,AA
SDF,KY,DCA,VA,1625,100.0,AA
BNA,TN,CLT,NC,1710,87.0,AA
CLT,NC,BNA,TN,1610,89.0,AA
BDL,CT,DCA,VA,1219,94.0,AA
MGM,AL,DCA,VA,1815,129.0,AA
CLT,NC,TUL,OK,1146,148.0,AA
TUL,OK,CLT,NC,1354,147.0,AA
CLT,NC,SRQ,FL,1101,118.0,AA
SRQ,FL,CLT,NC,1330,119.0,AA
BNA,TN,CLT,NC,1501,87.0,AA
CLT,NC,BNA,TN,1318,92.0,AA
CLT,NC,PNS,FL,1458,107.0,AA
PNS,FL,CLT,NC,1616,107.0,AA
CLT,NC,PNS,FL,1116,109.0,AA
PNS,FL,CLT,NC,1245,107.0,AA
MCI,MO,DCA,VA,543,158.0,AA
PNS,FL,CLT,NC,730,107.0,AA
CLT,NC,GSO,NC,1827,59.0,AA
CLT,NC,GPT,MS,2023,120.0,AA
CLT,NC,DAB,FL,1551,95.0,AA
DAB,FL,CLT,NC,1757,103.0,AA
GPT,MS,CLT,NC,719,115.0,AA
DCA,VA,PNS,FL,1344,141.0,AA
DCA,VA,PWM,ME,1005,106.0,AA
CLT,NC,IAD,VA,1135,90.0,AA
IAD,VA,CLT,NC,1336,93.0,AA
DCA,VA,PNS,FL,1945,146.0,AA
DCA,VA,RDU,NC,831,93.0,AA
RDU,NC,DCA,VA,1034,81.0,AA
DFW,TX,JAN,MS,1056,94.0,AA
JAN,MS,DFW,TX,1300,101.0,AA
DCA,VA,ROC,NY,1000,80.0,AA
ROC,NY,DCA,VA,1151,83.0,AA
CLT,NC,ABE,PA,2033,111.0,AA
DCA,VA,SAV,GA,1945,111.0,AA
CLT,NC,SAV,GA,1301,75.0,AA
DCA,VA,MEM,TN,830,160.0,AA
DCA,VA,BHM,AL,1950,123.0,AA
BHM,AL,DCA,VA,608,126.0,AA
CLT,NC,SAV,GA,1618,77.0,AA
SAV,GA,CLT,NC,1808,83.0,AA
DCA,VA,PVD,RI,2215,88.0,AA
SHV,LA,CLT,NC,710,138.0,AA
BTR,LA,DCA,VA,543,157.0,AA
CLT,NC,DCA,VA,1310,98.0,AA
CLT,NC,SHV,LA,1147,139.0,AA
SHV,LA,CLT,NC,1355,138.0,AA
CLT,NC,TYS,TN,1300,66.0,AA
TYS,TN,CLT,NC,1438,73.0,AA
TYS,TN,CLT,NC,1115,73.0,AA
PHL,PA,CVG,KY,1833,112.0,AA
CLT,NC,TYS,TN,1820,68.0,AA
DCA,VA,MEM,TN,1533,152.0,AA
MEM,TN,DCA,VA,1759,136.0,AA
CLT,NC,SBN,IN,1454,115.0,AA
SBN,IN,CLT,NC,1721,112.0,AA
DCA,VA,BTR,LA,1952,166.0,AA
DCA,VA,MSP,MN,1459,177.0,AA
MSP,MN,DCA,VA,1737,153.0,AA
MHT,NH,CLT,NC,600,144.0,AA
CLT,NC,SHV,LA,1917,141.0,AA
CLT,NC,MLB,FL,1112,104.0,AA
MLB,FL,CLT,NC,1339,109.0,AA
CLT,NC,PNS,FL,2015,106.0,AA
ILM,NC,DCA,VA,1952,85.0,AA
DCA,VA,ROC,NY,1458,92.0,AA
ROC,NY,DCA,VA,1734,83.0,AA
DCA,VA,SDF,KY,735,109.0,AA
SDF,KY,DCA,VA,1017,100.0,AA
CAE,SC,DCA,VA,604,94.0,AA
CLT,NC,PIA,IL,2058,123.0,AA
DCA,VA,HSV,AL,1242,121.0,AA
HSV,AL,DCA,VA,1414,118.0,AA
DCA,VA,PIT,PA,834,86.0,AA
PIT,PA,DCA,VA,1033,72.0,AA
DCA,VA,GSP,SC,2059,88.0,AA
DCA,VA,PHL,PA,2200,60.0,AA
CLT,NC,ORF,VA,1503,83.0,AA
ORF,VA,CLT,NC,1735,85.0,AA
CLT,NC,LEX,KY,2043,85.0,AA
BTR,LA,CLT,NC,715,126.0,AA
CLT,NC,FAY,NC,1830,65.0,AA
FAY,NC,CLT,NC,655,84.0,AA
CLE,OH,DCA,VA,1445,85.0,AA
DCA,VA,CLE,OH,1245,81.0,AA
BTV,VT,CLT,NC,1228,142.0,AA
CLT,NC,BTV,VT,934,141.0,AA
CLT,NC,LEX,KY,1620,83.0,AA
LEX,KY,CLT,NC,1813,86.0,AA
PHL,PA,DCA,VA,538,71.0,AA
DCA,VA,PVD,RI,1158,91.0,AA
PVD,RI,DCA,VA,1403,97.0,AA
TYS,TN,PHL,PA,745,111.0,AA
GSP,SC,PHL,PA,758,112.0,AA
CLT,NC,ORF,VA,2013,78.0,AA
TYS,TN,CLT,NC,524,74.0,AA
BNA,TN,DCA,VA,807,108.0,AA
PHL,PA,ORF,VA,1847,74.0,AA
DCA,VA,PIT,PA,1250,65.0,AA
PIT,PA,DCA,VA,1506,72.0,AA
DCA,VA,MYR,SC,1710,87.0,AA
MYR,SC,DCA,VA,1918,89.0,AA
CLT,NC,MYR,SC,724,66.0,AA
DCA,VA,CLT,NC,515,92.0,AA
BTV,VT,DCA,VA,1948,101.0,AA
DCA,VA,BTV,VT,1721,94.0,AA
DCA,VA,CLE,OH,2215,85.0,AA
DCA,VA,ORF,VA,1945,67.0,AA
CLT,NC,LEX,KY,951,83.0,AA
LEX,KY,CLT,NC,1225,86.0,AA
DCA,VA,CAE,SC,2205,95.0,AA
CLT,NC,ECP,FL,1450,103.0,AA
ECP,FL,CLT,NC,1603,99.0,AA
CLT,NC,SGF,MO,1100,135.0,AA
SGF,MO,CLT,NC,1246,128.0,AA
DCA,VA,CVG,KY,1950,103.0,AA
ILM,NC,DCA,VA,610,75.0,AA
DCA,VA,PHL,PA,1640,63.0,AA
DFW,TX,IDA,ID,1928,178.0,AA
GRI,NE,DFW,TX,715,110.0,AA
DFW,TX,BPT,TX,2237,81.0,AA
OKC,OK,AUS,TX,746,81.0,AA
DFW,TX,TYR,TX,1714,50.0,AA
TYR,TX,DFW,TX,1835,59.0,AA
LAX,CA,PDX,OR,1724,137.0,AA
DFW,TX,LCH,LA,2109,80.0,AA
TYS,TN,ORD,IL,820,114.0,AA
DFW,TX,GRI,NE,2105,113.0,AA
ORD,IL,TYS,TN,1848,104.0,AA
AEX,LA,DFW,TX,600,83.0,AA
SAF,NM,DFW,TX,1643,112.0,AA
GCK,KS,DFW,TX,1459,90.0,AA
DFW,TX,GCK,KS,1246,103.0,AA
DFW,TX,AEX,LA,2125,72.0,AA
DFW,TX,SBN,IN,1900,151.0,AA
DFW,TX,SAF,NM,1524,109.0,AA
SFO,CA,LAX,CA,915,97.0,AA
PDX,OR,LAX,CA,700,156.0,AA
PHX,AZ,MRY,CA,1802,112.0,AA
DFW,TX,DRO,CO,2242,124.0,AA
DRO,CO,DFW,TX,604,125.0,AA
ORD,IL,ASE,CO,1015,173.0,AA
LAX,CA,JAC,WY,1125,135.0,AA
JAC,WY,LAX,CA,1530,149.0,AA
DFW,TX,GCK,KS,2045,93.0,AA
IDA,ID,DFW,TX,630,172.0,AA
ORD,IL,SLC,UT,1659,210.0,AA
LAX,CA,ELP,TX,1855,123.0,AA
TYR,TX,DFW,TX,1026,59.0,AA
DFW,TX,TYR,TX,859,55.0,AA
LCH,LA,DFW,TX,600,84.0,AA
DFW,TX,LAW,OK,2243,59.0,AA
LAW,OK,DFW,TX,500,61.0,AA
GCK,KS,DFW,TX,605,90.0,AA
SMF,CA,LAX,CA,830,101.0,AA
ASE,CO,ORD,IL,1224,171.0,AA
PHX,AZ,PSP,CA,1805,69.0,AA
DFW,TX,ASE,CO,1505,134.0,AA
RDM,OR,PHX,AZ,1200,151.0,AA
PHX,AZ,RDM,OR,1641,149.0,AA
ORD,IL,BNA,TN,1700,92.0,AA
FAT,CA,PHX,AZ,617,108.0,AA
PHX,AZ,FAT,CA,1637,100.0,AA
PHX,AZ,BFL,CA,2023,88.0,AA
DFW,TX,COS,CO,1840,125.0,AA
PHX,AZ,YUM,AZ,2055,58.0,AA
DFW,TX,ACT,TX,2238,47.0,AA
ROW,NM,DFW,TX,1200,99.0,AA
DFW,TX,ROW,NM,1046,104.0,AA
PHX,AZ,DRO,CO,836,92.0,AA
PHX,AZ,MRY,CA,825,121.0,AA
MRY,CA,PHX,AZ,1112,119.0,AA
ACT,TX,DFW,TX,515,58.0,AA
SLC,UT,ORD,IL,659,195.0,AA
YUM,AZ,PHX,AZ,630,66.0,AA
SBN,IN,DFW,TX,1848,154.0,AA
DFW,TX,SBN,IN,1450,148.0,AA
DFW,TX,TYR,TX,2244,53.0,AA
TYR,TX,DFW,TX,622,61.0,AA
TUS,AZ,LAX,CA,735,98.0,AA
OKC,OK,PHX,AZ,845,149.0,AA
DFW,TX,ACT,TX,1715,45.0,AA
ACT,TX,DFW,TX,1830,58.0,AA
YUM,AZ,DFW,TX,1244,172.0,AA
TUS,AZ,PHX,AZ,810,63.0,AA
COS,CO,DFW,TX,700,121.0,AA
DTW,MI,ORD,IL,702,93.0,AA
LAX,CA,ASE,CO,1210,127.0,AA
SLC,UT,PHX,AZ,1504,113.0,AA
PHX,AZ,SLC,UT,845,115.0,AA
PHX,AZ,SBP,CA,1013,104.0,AA
TUS,AZ,PHX,AZ,1838,60.0,AA
PHX,AZ,SAF,NM,1210,86.0,AA
ORD,IL,HPN,NY,1839,136.0,AA
LAX,CA,ABQ,NM,1830,118.0,AA
DFW,TX,ACT,TX,902,53.0,AA
ACT,TX,DFW,TX,1028,58.0,AA
SMF,CA,PHX,AZ,900,126.0,AA
PHX,AZ,SMF,CA,1640,123.0,AA
PHX,AZ,ELP,TX,1210,81.0,AA
ELP,TX,PHX,AZ,1501,89.0,AA
DFW,TX,COU,MO,1032,113.0,AA
COU,MO,DFW,TX,1255,104.0,AA
PHX,AZ,FSD,SD,834,175.0,AA
FSD,SD,PHX,AZ,1359,175.0,AA
PHX,AZ,DRO,CO,1512,79.0,AA
DRO,CO,PHX,AZ,1806,89.0,AA
YUM,AZ,DFW,TX,545,173.0,AA
SGU,UT,PHX,AZ,1910,81.0,AA
DFW,TX,YUM,AZ,2130,163.0,AA
SBN,IN,DFW,TX,1436,154.0,AA
DFW,TX,SBN,IN,1030,156.0,AA
PHX,AZ,BFL,CA,959,89.0,AA
BFL,CA,PHX,AZ,1159,104.0,AA
LBB,TX,DFW,TX,600,86.0,AA
DFW,TX,LBB,TX,2243,76.0,AA
DFW,TX,BTR,LA,1525,88.0,AA
BTR,LA,DFW,TX,1740,96.0,AA
DFW,TX,ABQ,NM,1700,115.0,AA
ABQ,NM,DFW,TX,1825,114.0,AA
FLG,AZ,PHX,AZ,600,59.0,AA
LAW,OK,DFW,TX,1030,60.0,AA
DFW,TX,LAW,OK,853,67.0,AA
HPN,NY,ORD,IL,705,151.0,AA
PSP,CA,PHX,AZ,630,87.0,AA
SBP,CA,PHX,AZ,1228,109.0,AA
GJT,CO,PHX,AZ,1855,99.0,AA
DFW,TX,SAF,NM,1937,109.0,AA
SFO,CA,PHX,AZ,550,133.0,AA
SAF,NM,DFW,TX,628,112.0,AA
DFW,TX,YUM,AZ,1025,174.0,AA
ASE,CO,DFW,TX,1555,138.0,AA
FAY,NC,DFW,TX,1729,183.0,AA
AUS,TX,ASE,CO,937,163.0,AA
DFW,TX,ASE,CO,835,140.0,AA
ASE,CO,DFW,TX,1025,138.0,AA
ASE,CO,DFW,TX,1150,138.0,AA
PHX,AZ,SGU,UT,1500,79.0,AA
SBN,IN,DFW,TX,735,153.0,AA
DFW,TX,AEX,LA,900,80.0,AA
AEX,LA,DFW,TX,1050,83.0,AA
DFW,TX,AEX,LA,1638,72.0,AA
AEX,LA,DFW,TX,1822,83.0,AA
ASE,CO,LAX,CA,1655,139.0,AA
DFW,TX,ROW,NM,2247,93.0,AA
SAF,NM,DFW,TX,1005,112.0,AA
DFW,TX,SAF,NM,837,118.0,AA
DFW,TX,GGG,TX,2244,58.0,AA
BFL,CA,PHX,AZ,623,102.0,AA
FLG,AZ,DFW,TX,657,149.0,AA
ROW,NM,DFW,TX,627,103.0,AA
SAF,NM,PHX,AZ,1509,89.0,AA
GGG,TX,DFW,TX,615,69.0,AA
BPT,TX,DFW,TX,609,80.0,AA
PHX,AZ,FLG,AZ,2055,54.0,AA
DRO,CO,PHX,AZ,720,85.0,AA
LAX,CA,IAH,TX,1350,209.0,AA
DFW,TX,FLG,AZ,1905,148.0,AA
PHX,AZ,SLC,UT,1511,102.0,AA
YUM,AZ,PHX,AZ,1031,65.0,AA
PHX,AZ,YUM,AZ,845,73.0,AA
SLC,UT,PHX,AZ,826,119.0,AA
MRY,CA,PHX,AZ,609,116.0,AA
TXK,AR,DFW,TX,1638,66.0,AA
DFW,TX,TXK,AR,1507,61.0,AA
DFW,TX,FAY,NC,1311,168.0,AA
ORD,IL,HPN,NY,814,135.0,AA
HPN,NY,ORD,IL,1225,153.0,AA
SAF,NM,DFW,TX,1240,112.0,AA
AUS,TX,OKC,OK,2124,82.0,AA
PHX,AZ,OKC,OK,1535,139.0,AA
PHX,AZ,SFO,CA,845,131.0,AA
PHX,AZ,TUL,OK,955,149.0,AA
TUL,OK,PHX,AZ,1454,164.0,AA
LAX,CA,SFO,CA,1513,85.0,AA
DFW,TX,TLH,FL,1239,143.0,AA
TLH,FL,DFW,TX,1632,145.0,AA
MFR,OR,PHX,AZ,1200,147.0,AA
PHX,AZ,MFR,OR,1636,145.0,AA
PHX,AZ,RNO,NV,1631,115.0,AA
ABQ,NM,PHX,AZ,1504,91.0,AA
PHX,AZ,ABQ,NM,1214,79.0,AA
DFW,TX,TLH,FL,840,144.0,AA
TLH,FL,DFW,TX,1234,145.0,AA
DFW,TX,GRK,TX,1445,58.0,AA
GRK,TX,DFW,TX,1613,67.0,AA
DFW,TX,ASE,CO,1030,144.0,AA
DFW,TX,HOU,TX,1025,84.0,AA
HOU,TX,DFW,TX,1219,81.0,AA
DFW,TX,IDA,ID,1125,180.0,AA
IDA,ID,DFW,TX,1357,173.0,AA
IND,IN,ORD,IL,1557,77.0,AA
ORD,IL,IND,IN,1321,66.0,AA
DFW,TX,OKC,OK,1507,68.0,AA
AUS,TX,MCI,MO,1635,114.0,AA
MCI,MO,AUS,TX,1900,114.0,AA
DFW,TX,TXK,AR,2246,64.0,AA
ORD,IL,TYS,TN,1005,99.0,AA
TYS,TN,ORD,IL,1320,113.0,AA
ASE,CO,AUS,TX,1245,137.0,AA
BRO,TX,DFW,TX,720,108.0,AA
DFW,TX,HRL,TX,1424,96.0,AA
HRL,TX,DFW,TX,1630,105.0,AA
OKC,OK,LAX,CA,800,185.0,AA
LAX,CA,OKC,OK,1740,178.0,AA
ELP,TX,LAX,CA,715,129.0,AA
LAX,CA,SJC,CA,1700,74.0,AA
SJC,CA,LAX,CA,830,92.0,AA
SEA,WA,LAX,CA,622,176.0,AA
ABQ,NM,LAX,CA,725,125.0,AA
LAX,CA,SEA,WA,1700,165.0,AA
LAX,CA,SMF,CA,1030,93.0,AA
SAT,TX,LAX,CA,1600,191.0,AA
ABQ,NM,LAX,CA,1205,126.0,AA
LAX,CA,ABQ,NM,800,119.0,AA
DEN,CO,LAX,CA,1235,154.0,AA
LAX,CA,DEN,CO,820,150.0,AA
ELP,TX,LAX,CA,1220,130.0,AA
LAX,CA,ELP,TX,830,134.0,AA
ELP,TX,LAX,CA,1802,130.0,AA
LAX,CA,ELP,TX,1420,120.0,AA
LAX,CA,OKC,OK,915,196.0,AA
OKC,OK,LAX,CA,1510,185.0,AA
LAX,CA,OMA,NE,1140,194.0,AA
OMA,NE,LAX,CA,1815,212.0,AA
LAX,CA,PDX,OR,1005,149.0,AA
PDX,OR,LAX,CA,1305,155.0,AA
LAX,CA,SAT,TX,1005,191.0,AA
LAX,CA,SEA,WA,1400,165.0,AA
SEA,WA,LAX,CA,1720,178.0,AA
LAX,CA,SEA,WA,730,172.0,AA
SEA,WA,LAX,CA,1102,177.0,AA
LAX,CA,SFO,CA,710,90.0,AA
SFO,CA,LAX,CA,1126,98.0,AA
RNO,NV,PHX,AZ,930,123.0,AA
LAX,CA,SMF,CA,1840,93.0,AA
SMF,CA,LAX,CA,1305,103.0,AA
LAX,CA,TUL,OK,920,204.0,AA
TUL,OK,LAX,CA,1514,205.0,AA
PHX,AZ,TUS,AZ,1220,52.0,AA
LAX,CA,TUS,AZ,1503,92.0,AA
LAX,CA,XNA,AR,955,212.0,AA
XNA,AR,LAX,CA,1615,219.0,AA
IAH,TX,LAX,CA,2000,216.0,AA
LBB,TX,PHX,AZ,741,124.0,AA
ASE,CO,DFW,TX,725,136.0,AA
DFW,TX,ASE,CO,1845,134.0,AA
BNA,TN,ORD,IL,724,110.0,AA
DFW,TX,TXK,AR,841,70.0,AA
TXK,AR,DFW,TX,1021,66.0,AA
LFT,LA,DFW,TX,550,100.0,AA
IND,IN,ORD,IL,1736,77.0,AA
ORD,IL,IND,IN,1455,64.0,AA
ORD,IL,OKC,OK,1929,126.0,AA
CLL,TX,DFW,TX,1016,74.0,AA
DFW,TX,CLL,TX,838,66.0,AA
SWO,OK,DFW,TX,615,70.0,AA
OKC,OK,ORD,IL,655,132.0,AA
DFW,TX,DRO,CO,1451,126.0,AA
DRO,CO,DFW,TX,1634,129.0,AA
SHV,LA,DFW,TX,1021,74.0,AA
DFW,TX,DRO,CO,838,132.0,AA
DRO,CO,DFW,TX,1022,129.0,AA
ORD,IL,PVD,RI,1354,140.0,AA
PVD,RI,ORD,IL,1751,164.0,AA
DFW,TX,LFT,LA,2043,89.0,AA
DTW,MI,ORD,IL,1151,90.0,AA
ORD,IL,DTW,MI,1508,81.0,AA
ORD,IL,DTW,MI,845,89.0,AA
TXK,AR,DFW,TX,612,67.0,AA
CID,IA,ORD,IL,1126,74.0,AA
ORD,IL,CID,IA,950,66.0,AA
FLG,AZ,PHX,AZ,1018,62.0,AA
PHX,AZ,FLG,AZ,840,68.0,AA
DFW,TX,LBB,TX,1635,74.0,AA
LBB,TX,DFW,TX,1819,86.0,AA
DFW,TX,LFT,LA,1535,88.0,AA
LFT,LA,DFW,TX,1745,96.0,AA
MCI,MO,ORD,IL,1206,95.0,AA
ORD,IL,MCI,MO,1000,92.0,AA
DFW,TX,SWO,OK,1238,76.0,AA
SWO,OK,DFW,TX,1425,70.0,AA
PHX,AZ,GJT,CO,1557,87.0,AA
PHX,AZ,GJT,CO,855,99.0,AA
DFW,TX,GRI,NE,1316,112.0,AA
GRI,NE,DFW,TX,1539,110.0,AA
DFW,TX,GGG,TX,1255,62.0,AA
LAX,CA,MSO,MT,1030,151.0,AA
MSO,MT,LAX,CA,1445,175.0,AA
DFW,TX,SWO,OK,2116,70.0,AA
DFW,TX,LCH,LA,1246,89.0,AA
LCH,LA,DFW,TX,1518,84.0,AA
DFW,TX,SHV,LA,838,73.0,AA
DFW,TX,LRD,TX,1607,85.0,AA
LRD,TX,DFW,TX,1802,95.0,AA
DFW,TX,MFE,TX,1035,107.0,AA
MFE,TX,DFW,TX,1300,106.0,AA
DFW,TX,GJT,CO,2238,141.0,AA
DFW,TX,JAN,MS,1755,93.0,AA
GGG,TX,DFW,TX,1427,68.0,AA
PHX,AZ,LBB,TX,1940,113.0,AA
GJT,CO,DFW,TX,619,146.0,AA
DFW,TX,SAF,NM,1108,122.0,AA
DFW,TX,GPT,MS,922,99.0,AA
GPT,MS,DFW,TX,1141,109.0,AA
DFW,TX,BRO,TX,2055,103.0,AA
DFW,TX,SHV,LA,1650,66.0,AA
SHV,LA,DFW,TX,1826,75.0,AA
DFW,TX,LAW,OK,1655,60.0,AA
LAW,OK,DFW,TX,1830,61.0,AA
DFW,TX,SJT,TX,850,77.0,AA
SJT,TX,DFW,TX,1039,75.0,AA
BPT,TX,DFW,TX,1429,80.0,AA
DFW,TX,BPT,TX,1231,88.0,AA
PHX,AZ,TUS,AZ,1650,53.0,AA
AMA,TX,DFW,TX,2013,82.0,AA
DFW,TX,AMA,TX,1824,79.0,AA
DFW,TX,HOU,TX,1442,77.0,AA
HOU,TX,DFW,TX,1629,81.0,AA
OKC,OK,DFW,TX,1645,69.0,AA
JAN,MS,DFW,TX,1958,99.0,AA
DFW,TX,SPS,TX,1257,65.0,AA
SPS,TX,DFW,TX,1432,60.0,AA
DFW,TX,SPS,TX,2247,62.0,AA
